-10.0 -4.29032213154 0.65
-9.48717948718 -5.17706941933 0.17
-8.97435897436 -4.66332145312 0.66
-8.46153846154 -3.45421953609 0.45
-7.94871794872 -4.30633306455 0.30
-7.4358974359 -4.41909024982 0.41
-6.92307692308 -4.08246966053 0.08
-6.41025641026 -2.24208671197 0.24
-5.89743589744 -1.30845048657 0.30
-5.38461538462 -2.19216522039 0.19
-4.87179487179 -2.59085238802 0.59
-4.35897435897 -1.3639037031 0.36
-3.84615384615 -1.42968750941 0.42
-3.33333333333 -0.446431845373 0.44
-2.82051282051 -0.915243509205 0.91
-2.30769230769 -1.01846967324 0.01
-1.79487179487 -0.881618341063 0.88
-1.28205128205 -0.725531310205 0.2
-0.769230769231 -0.199562567422 0.1
-0.25641025641 0.591918260836 0.1
0.25641025641 0.47578663329 0.1
0.769230769231 0.808952790867 0.2
1.28205128205 1.01873685555 0.01
1.79487179487 1.73716447092 0.4
2.30769230769 1.9589050699 0.4
2.82051282051 2.53839444073 0.5
3.33333333333 1.94394020957 0.8
3.84615384615 2.6208282667 0.9
4.35897435897 3.04117203064 0.04
4.87179487179 2.77214818783 0.7
5.38461538462 3.69659934957 0.6
5.89743589744 4.05194483257 0.4
6.41025641026 4.2247140963 0.1
6.92307692308 3.40170178041 0.2
7.4358974359 3.3489903913 0.3
7.94871794872 4.92657915416 0.2
8.46153846154 2.893266087 0.8
8.97435897436 3.47272542182 0.4
9.48717948718 4.0879510302 0.8
10.0 6.34521011008 0.3
